r, y, u
0.350, 0.351, 1.127
0.350, 0.352, 1.127
0.350, 0.352, 1.142
0.350, 0.354, 1.110
0.350, 0.356, 1.125
0.350, 0.357, 1.125
0.350, 0.357, 1.140
0.350, 0.359, 1.108
0.350, 0.359, 1.138
0.350, 0.359, 1.138
0.350, 0.360, 1.122
0.350, 0.360, 1.137
0.350, 0.360, 1.136
0.350, 0.360, 1.136
0.350, 0.360, 1.136
0.350, 0.360, 1.135
0.350, 0.360, 1.135
0.350, 0.360, 1.134
0.350, 0.360, 1.134
0.350, 0.360, 1.134
0.350, 0.359, 1.149
0.350, 0.359, 1.133
0.350, 0.359, 1.133
0.350, 0.359, 1.133
0.350, 0.357, 1.164
0.350, 0.357, 1.133
0.350, 0.356, 1.149
0.350, 0.354, 1.149
0.350, 0.354, 1.133
0.350, 0.352, 1.165
0.350, 0.352, 1.134
0.350, 0.351, 1.150
0.350, 0.351, 1.134
0.350, 0.350, 1.150
0.350, 0.347, 1.166
0.350, 0.347, 1.136
0.350, 0.347, 1.136
0.350, 0.346, 1.152
0.350, 0.346, 1.136
0.350, 0.345, 1.152
0.350, 0.345, 1.137
0.350, 0.345, 1.137
0.350, 0.345, 1.138
0.350, 0.345, 1.138
0.350, 0.345, 1.138
0.350, 0.345, 1.138
0.350, 0.346, 1.122
0.350, 0.346, 1.138
0.350, 0.347, 1.122
0.350, 0.347, 1.138
0.350, 0.347, 1.138
0.350, 0.350, 1.106
0.350, 0.350, 1.137
0.350, 0.351, 1.121
0.350, 0.351, 1.137
0.350, 0.352, 1.121
0.350, 0.352, 1.136
0.350, 0.352, 1.136
0.350, 0.354, 1.104
0.350, 0.354, 1.135
0.350, 0.354, 1.135
0.350, 0.354, 1.135
0.350, 0.356, 1.119
0.350, 0.356, 1.134
0.350, 0.356, 1.133
0.350, 0.354, 1.149
0.350, 0.354, 1.134
0.350, 0.354, 1.133
0.350, 0.354, 1.133
0.350, 0.352, 1.165
0.350, 0.352, 1.134
0.350, 0.351, 1.150
0.350, 0.350, 1.150
0.350, 0.350, 1.135
0.350, 0.347, 1.166
0.350, 0.346, 1.152
0.350, 0.345, 1.152
0.350, 0.345, 1.137
0.350, 0.343, 1.169
0.350, 0.343, 1.138
0.350, 0.342, 1.154
0.350, 0.342, 1.139
0.350, 0.341, 1.155
0.350, 0.341, 1.140
0.350, 0.338, 1.172
0.350, 0.338, 1.142
0.350, 0.338, 1.143
0.350, 0.338, 1.143
0.350, 0.338, 1.143
0.350, 0.338, 1.144
0.350, 0.338, 1.144
0.350, 0.338, 1.145
0.350, 0.338, 1.145
0.350, 0.338, 1.146
0.350, 0.341, 1.114
0.350, 0.341, 1.146
0.350, 0.342, 1.130
0.350, 0.342, 1.146
0.350, 0.343, 1.130
0.350, 0.343, 1.146
0.350, 0.345, 1.115
0.350, 0.345, 1.145
0.350, 0.346, 1.130
0.350, 0.347, 1.130
0.350, 0.347, 1.145
0.350, 0.350, 1.113
0.350, 0.350, 1.144
0.350, 0.350, 1.144
0.350, 0.351, 1.128
0.350, 0.351, 1.144
0.350, 0.351, 1.144
0.350, 0.351, 1.144
0.350, 0.351, 1.144
0.350, 0.352, 1.128
0.350, 0.352, 1.143
0.350, 0.352, 1.143
0.350, 0.351, 1.159
0.350, 0.351, 1.143
0.350, 0.351, 1.143
0.350, 0.351, 1.143
0.350, 0.351, 1.143
0.350, 0.351, 1.143
0.350, 0.351, 1.143
0.350, 0.350, 1.159
0.350, 0.350, 1.144
0.350, 0.350, 1.144
0.350, 0.347, 1.175
0.350, 0.347, 1.145
0.350, 0.347, 1.145
0.350, 0.347, 1.145
0.350, 0.347, 1.145
0.350, 0.347, 1.145
0.350, 0.347, 1.145
0.350, 0.347, 1.145
0.350, 0.347, 1.145
0.350, 0.347, 1.145
0.350, 0.347, 1.145
0.350, 0.347, 1.146
0.350, 0.347, 1.146
0.350, 0.347, 1.146
0.350, 0.347, 1.146
0.350, 0.347, 1.146
0.350, 0.347, 1.146
0.350, 0.350, 1.114
0.350, 0.350, 1.145
0.350, 0.350, 1.145
0.350, 0.350, 1.145
0.350, 0.351, 1.129
0.350, 0.351, 1.145
0.350, 0.351, 1.145
0.350, 0.351, 1.145
0.350, 0.351, 1.145
0.350, 0.351, 1.145
0.350, 0.351, 1.145
0.350, 0.351, 1.145
0.350, 0.350, 1.160
0.350, 0.350, 1.145
0.350, 0.350, 1.145
0.350, 0.350, 1.145
0.350, 0.347, 1.177
0.350, 0.347, 1.146
0.350, 0.347, 1.146
0.350, 0.347, 1.146
0.350, 0.347, 1.146
0.350, 0.346, 1.162
0.350, 0.346, 1.147
0.350, 0.346, 1.147
0.350, 0.346, 1.147
0.350, 0.345, 1.163
0.350, 0.346, 1.132
0.350, 0.346, 1.148
0.350, 0.346, 1.148
0.350, 0.346, 1.148
0.350, 0.346, 1.148
0.350, 0.346, 1.148
0.350, 0.347, 1.133
0.350, 0.347, 1.148
0.350, 0.347, 1.148
0.350, 0.347, 1.148
0.350, 0.350, 1.117
0.350, 0.350, 1.147
0.350, 0.350, 1.147
0.350, 0.350, 1.148
0.350, 0.351, 1.132
0.350, 0.351, 1.147
0.350, 0.351, 1.147
0.350, 0.351, 1.147
0.350, 0.351, 1.147
0.350, 0.351, 1.147
0.350, 0.352, 1.131
0.350, 0.351, 1.162
0.350, 0.352, 1.131
0.350, 0.352, 1.146
0.350, 0.352, 1.146
0.350, 0.352, 1.146
0.350, 0.352, 1.146
0.350, 0.352, 1.146
0.350, 0.351, 1.162
0.350, 0.351, 1.146
0.350, 0.351, 1.146
0.350, 0.351, 1.146
0.350, 0.351, 1.146
0.350, 0.351, 1.146
0.350, 0.351, 1.146
0.350, 0.351, 1.146
0.350, 0.350, 1.162
0.350, 0.350, 1.146
0.350, 0.350, 1.146
0.350, 0.350, 1.146
0.350, 0.350, 1.147
0.350, 0.347, 1.178
0.350, 0.347, 1.148
0.350, 0.347, 1.148
0.350, 0.347, 1.148
0.350, 0.347, 1.148
0.350, 0.347, 1.148
0.350, 0.347, 1.148
0.350, 0.347, 1.148
0.350, 0.346, 1.164
0.350, 0.346, 1.149
0.350, 0.346, 1.149
0.350, 0.346, 1.149
0.350, 0.346, 1.149
0.350, 0.346, 1.149
0.350, 0.346, 1.149
0.350, 0.346, 1.150
0.350, 0.346, 1.150
0.350, 0.346, 1.150
0.350, 0.346, 1.150
0.350, 0.346, 1.150
0.350, 0.346, 1.150
0.350, 0.346, 1.150
0.350, 0.347, 1.135
0.350, 0.347, 1.150
0.350, 0.347, 1.150
0.350, 0.347, 1.150
0.350, 0.347, 1.151
0.350, 0.347, 1.151
0.350, 0.347, 1.151
0.350, 0.350, 1.119
0.350, 0.350, 1.150
0.350, 0.350, 1.150
0.350, 0.350, 1.150
0.350, 0.350, 1.150
0.350, 0.350, 1.150
0.350, 0.350, 1.150
0.350, 0.350, 1.150
0.350, 0.347, 1.182
0.350, 0.347, 1.151
0.350, 0.347, 1.151
0.350, 0.347, 1.151
0.350, 0.347, 1.151
0.350, 0.347, 1.151
0.350, 0.347, 1.151
0.350, 0.347, 1.152
0.350, 0.347, 1.152
0.350, 0.347, 1.152
0.350, 0.347, 1.152
0.350, 0.347, 1.152
0.350, 0.347, 1.152
0.350, 0.346, 1.168
0.350, 0.347, 1.137
0.350, 0.347, 1.152
0.350, 0.347, 1.152
0.350, 0.347, 1.153
0.350, 0.347, 1.153
0.350, 0.347, 1.153
0.350, 0.347, 1.153
0.350, 0.347, 1.153
0.350, 0.347, 1.153
0.350, 0.347, 1.153
0.350, 0.347, 1.153
0.350, 0.347, 1.153
0.350, 0.347, 1.153
0.350, 0.347, 1.154
0.350, 0.350, 1.122
0.350, 0.350, 1.153
0.350, 0.350, 1.153
0.350, 0.350, 1.153
0.350, 0.351, 1.137
0.350, 0.351, 1.152
0.350, 0.351, 1.152
0.350, 0.351, 1.152
0.350, 0.351, 1.152
0.350, 0.352, 1.136
0.350, 0.352, 1.152
0.350, 0.352, 1.152
0.350, 0.352, 1.151
0.350, 0.354, 1.120
0.350, 0.354, 1.150
0.350, 0.354, 1.150
0.350, 0.354, 1.150
0.350, 0.354, 1.150
0.350, 0.356, 1.134
0.350, 0.356, 1.149
0.350, 0.356, 1.149
0.350, 0.356, 1.149
0.350, 0.356, 1.148
0.350, 0.356, 1.148
0.350, 0.356, 1.148
0.350, 0.356, 1.148
0.350, 0.356, 1.148
0.350, 0.354, 1.163
0.350, 0.354, 1.148
0.350, 0.354, 1.147
0.350, 0.354, 1.147
0.350, 0.352, 1.179
0.350, 0.352, 1.148
0.350, 0.352, 1.148
0.350, 0.351, 1.164
0.350, 0.351, 1.148
0.350, 0.351, 1.148
0.350, 0.350, 1.164
0.350, 0.350, 1.149
0.350, 0.350, 1.149
0.350, 0.350, 1.149
0.350, 0.347, 1.180
0.350, 0.347, 1.150
0.350, 0.347, 1.150
0.350, 0.347, 1.150
0.350, 0.347, 1.150
0.350, 0.347, 1.150
0.350, 0.347, 1.150
0.350, 0.347, 1.150
0.350, 0.347, 1.150
0.350, 0.346, 1.166
0.350, 0.347, 1.135
0.350, 0.347, 1.151
0.350, 0.347, 1.151
0.350, 0.347, 1.151
0.350, 0.347, 1.151
0.350, 0.347, 1.151
0.350, 0.347, 1.151
0.350, 0.350, 1.120
0.350, 0.350, 1.150
0.350, 0.350, 1.150
0.350, 0.351, 1.135
0.350, 0.351, 1.150
0.350, 0.351, 1.150
0.350, 0.351, 1.150
0.350, 0.352, 1.134
0.350, 0.352, 1.149
0.350, 0.352, 1.149
0.350, 0.352, 1.149
0.350, 0.352, 1.149
0.350, 0.352, 1.149
0.350, 0.352, 1.149
0.350, 0.352, 1.149
0.350, 0.352, 1.149
0.350, 0.352, 1.149
0.350, 0.352, 1.149
0.350, 0.352, 1.148
0.350, 0.351, 1.164
0.350, 0.351, 1.149
0.350, 0.351, 1.149
0.350, 0.351, 1.149
0.350, 0.351, 1.149
0.350, 0.351, 1.149
0.350, 0.351, 1.149
0.350, 0.351, 1.149
0.350, 0.351, 1.149
0.350, 0.351, 1.149
0.350, 0.351, 1.149
0.350, 0.351, 1.148
0.350, 0.351, 1.148
0.350, 0.351, 1.148
0.350, 0.351, 1.148
0.350, 0.351, 1.148
0.350, 0.351, 1.148
0.350, 0.351, 1.148
0.350, 0.351, 1.148
0.350, 0.351, 1.148
0.350, 0.352, 1.132
0.350, 0.352, 1.148
0.350, 0.352, 1.148
0.350, 0.352, 1.147
0.350, 0.352, 1.147
0.350, 0.354, 1.116
0.350, 0.354, 1.146
0.350, 0.354, 1.146
0.350, 0.354, 1.146
0.350, 0.354, 1.146
0.350, 0.354, 1.146
0.350, 0.354, 1.145
0.350, 0.352, 1.177
0.350, 0.352, 1.146
0.350, 0.352, 1.146
0.350, 0.352, 1.146
0.350, 0.352, 1.146
0.350, 0.352, 1.146
0.350, 0.352, 1.146
0.350, 0.352, 1.146
0.350, 0.352, 1.146
0.350, 0.351, 1.161
0.350, 0.352, 1.130
0.350, 0.351, 1.161
0.350, 0.351, 1.146
0.350, 0.351, 1.146
0.350, 0.351, 1.146
0.350, 0.351, 1.146
0.350, 0.351, 1.146
0.350, 0.351, 1.146
0.350, 0.351, 1.146
0.350, 0.351, 1.146
0.350, 0.351, 1.146
0.350, 0.351, 1.145
0.350, 0.351, 1.145
0.350, 0.351, 1.145
0.350, 0.351, 1.145
0.350, 0.351, 1.145
0.350, 0.351, 1.145
0.350, 0.351, 1.145
0.350, 0.351, 1.145
0.350, 0.351, 1.145
0.350, 0.351, 1.145
0.350, 0.351, 1.145
0.350, 0.351, 1.145
0.350, 0.351, 1.145
0.350, 0.351, 1.145
0.350, 0.351, 1.145
0.350, 0.351, 1.145
0.350, 0.351, 1.145
0.350, 0.351, 1.145
0.350, 0.351, 1.145
0.350, 0.351, 1.145
0.350, 0.351, 1.145
0.350, 0.351, 1.145
0.350, 0.351, 1.145
0.350, 0.351, 1.145
0.350, 0.351, 1.145
0.350, 0.351, 1.145
0.350, 0.351, 1.145
0.350, 0.351, 1.145
0.350, 0.351, 1.145
0.350, 0.351, 1.145
0.800, 0.351, 1.161
0.800, 0.351, 1.178
0.800, 0.351, 1.195
0.800, 0.351, 1.212
0.800, 0.351, 1.229
0.800, 0.352, 1.230
0.800, 0.352, 1.262
0.800, 0.352, 1.279
0.800, 0.354, 1.264
0.800, 0.354, 1.312
0.800, 0.357, 1.297
0.800, 0.357, 1.345
0.800, 0.360, 1.314
0.800, 0.361, 1.361
0.800, 0.365, 1.345
0.800, 0.368, 1.360
0.800, 0.373, 1.359
0.800, 0.377, 1.373
0.800, 0.382, 1.388
0.800, 0.389, 1.370
0.800, 0.396, 1.383
0.800, 0.403, 1.395
0.800, 0.411, 1.392
0.800, 0.420, 1.387
0.800, 0.429, 1.398
0.800, 0.438, 1.408
0.800, 0.449, 1.403
0.800, 0.460, 1.396
0.800, 0.472, 1.404
0.800, 0.483, 1.412
0.800, 0.495, 1.419
0.800, 0.507, 1.411
0.800, 0.520, 1.417
0.800, 0.530, 1.454
0.800, 0.543, 1.428
0.800, 0.555, 1.449
0.800, 0.567, 1.438
0.800, 0.578, 1.473
0.800, 0.590, 1.446
0.800, 0.601, 1.481
0.800, 0.613, 1.453
0.800, 0.624, 1.486
0.800, 0.635, 1.473
0.800, 0.645, 1.491
0.800, 0.656, 1.492
0.800, 0.667, 1.478
0.800, 0.676, 1.510
0.800, 0.686, 1.511
0.800, 0.695, 1.512
0.800, 0.702, 1.544
0.800, 0.711, 1.513
0.800, 0.719, 1.529
0.800, 0.727, 1.529
0.800, 0.734, 1.544
0.800, 0.741, 1.544
0.800, 0.747, 1.559
0.800, 0.752, 1.559
0.800, 0.759, 1.543
0.800, 0.764, 1.573
0.800, 0.769, 1.573
0.800, 0.773, 1.572
0.800, 0.778, 1.571
0.800, 0.780, 1.602
0.800, 0.785, 1.570
0.800, 0.788, 1.585
0.800, 0.793, 1.568
0.800, 0.796, 1.583
0.800, 0.798, 1.597
0.800, 0.802, 1.581
0.800, 0.803, 1.611
0.800, 0.806, 1.579
0.800, 0.808, 1.609
0.800, 0.811, 1.576
0.800, 0.812, 1.606
0.800, 0.815, 1.589
0.800, 0.816, 1.604
0.800, 0.817, 1.603
0.800, 0.819, 1.586
0.800, 0.820, 1.600
0.800, 0.820, 1.615
0.800, 0.821, 1.598
0.800, 0.821, 1.613
0.800, 0.821, 1.612
0.800, 0.821, 1.611
0.800, 0.821, 1.610
0.800, 0.821, 1.609
0.800, 0.820, 1.624
0.800, 0.820, 1.608
0.800, 0.819, 1.623
0.800, 0.819, 1.607
0.800, 0.817, 1.638
0.800, 0.817, 1.607
0.800, 0.816, 1.622
0.800, 0.816, 1.606
0.800, 0.816, 1.605
0.800, 0.816, 1.605
0.800, 0.816, 1.604
0.800, 0.816, 1.604
0.800, 0.816, 1.603
0.800, 0.816, 1.602
0.800, 0.815, 1.618
0.800, 0.815, 1.602
0.800, 0.816, 1.585
0.800, 0.816, 1.600
0.800, 0.816, 1.600
0.800, 0.816, 1.599
0.800, 0.816, 1.598
0.800, 0.816, 1.598
0.800, 0.816, 1.597
0.800, 0.816, 1.597
0.800, 0.815, 1.612
0.800, 0.815, 1.596
0.800, 0.815, 1.595
0.800, 0.815, 1.595
0.800, 0.815, 1.594
0.800, 0.812, 1.625
0.800, 0.812, 1.594
0.800, 0.812, 1.594
0.800, 0.812, 1.593
0.800, 0.812, 1.593
0.800, 0.812, 1.592
0.800, 0.811, 1.608
0.800, 0.811, 1.592
0.800, 0.811, 1.592
0.800, 0.811, 1.591
0.800, 0.811, 1.591
0.800, 0.811, 1.590
0.800, 0.811, 1.590
0.800, 0.811, 1.589
0.800, 0.810, 1.605
0.800, 0.810, 1.589
0.800, 0.811, 1.573
0.800, 0.810, 1.604
0.800, 0.810, 1.588
0.800, 0.810, 1.588
0.800, 0.810, 1.587
0.800, 0.810, 1.587
0.800, 0.810, 1.586
0.800, 0.808, 1.618
0.800, 0.808, 1.587
0.800, 0.808, 1.586
0.800, 0.806, 1.602
0.800, 0.806, 1.586
0.800, 0.805, 1.602
0.800, 0.803, 1.618
0.800, 0.803, 1.587
0.800, 0.802, 1.603
0.800, 0.802, 1.587
0.800, 0.802, 1.587
0.800, 0.801, 1.603
0.800, 0.801, 1.588
0.800, 0.801, 1.588
0.800, 0.798, 1.619
0.800, 0.798, 1.589
0.800, 0.797, 1.604
0.800, 0.797, 1.589
0.800, 0.797, 1.589
0.800, 0.797, 1.589
0.800, 0.797, 1.589
0.800, 0.797, 1.590
0.800, 0.797, 1.590
0.800, 0.798, 1.574
0.800, 0.798, 1.589
0.800, 0.798, 1.589
0.800, 0.801, 1.558
0.800, 0.798, 1.620
0.800, 0.801, 1.558
0.800, 0.801, 1.589
0.800, 0.802, 1.573
0.800, 0.802, 1.588
0.800, 0.802, 1.588
0.800, 0.802, 1.588
0.800, 0.803, 1.572
0.800, 0.803, 1.587
0.800, 0.803, 1.587
0.800, 0.803, 1.587
0.800, 0.805, 1.555
0.800, 0.805, 1.586
0.800, 0.805, 1.586
0.800, 0.805, 1.585
0.800, 0.805, 1.585
0.800, 0.805, 1.585
0.800, 0.805, 1.585
0.800, 0.805, 1.585
0.800, 0.805, 1.584
0.800, 0.805, 1.584
0.800, 0.803, 1.616
0.800, 0.803, 1.585
0.800, 0.803, 1.585
0.800, 0.803, 1.585
0.800, 0.803, 1.584
0.800, 0.803, 1.584
0.800, 0.803, 1.584
0.800, 0.803, 1.584
0.800, 0.802, 1.600
0.800, 0.802, 1.584
0.800, 0.802, 1.584
0.800, 0.802, 1.584
0.800, 0.802, 1.584
0.800, 0.801, 1.600
0.800, 0.801, 1.584
0.800, 0.801, 1.584
0.800, 0.801, 1.584
0.800, 0.801, 1.584
0.800, 0.798, 1.616
0.800, 0.798, 1.585
0.800, 0.798, 1.585
0.800, 0.797, 1.601
0.800, 0.797, 1.586
0.800, 0.797, 1.586
0.800, 0.796, 1.602
0.800, 0.796, 1.587
0.800, 0.796, 1.587
0.800, 0.794, 1.619
0.800, 0.794, 1.588
0.800, 0.794, 1.588
0.800, 0.794, 1.589
0.800, 0.794, 1.589
0.800, 0.794, 1.589
0.800, 0.794, 1.589
0.800, 0.794, 1.590
0.800, 0.794, 1.590
0.800, 0.796, 1.558
0.800, 0.796, 1.589
0.800, 0.796, 1.589
0.800, 0.797, 1.574
0.800, 0.797, 1.589
0.800, 0.798, 1.574
0.800, 0.798, 1.589
0.800, 0.801, 1.557
0.800, 0.801, 1.588
0.800, 0.802, 1.572
0.800, 0.802, 1.588
0.800, 0.803, 1.572
0.800, 0.803, 1.587
0.800, 0.803, 1.587
0.800, 0.803, 1.587
0.800, 0.803, 1.587
0.800, 0.805, 1.555
0.800, 0.805, 1.585
0.800, 0.805, 1.585
0.800, 0.803, 1.617
0.800, 0.803, 1.586
0.800, 0.803, 1.586
0.800, 0.803, 1.586
0.800, 0.802, 1.601
0.800, 0.802, 1.586
0.800, 0.802, 1.586
0.800, 0.801, 1.601
0.800, 0.801, 1.586
0.800, 0.798, 1.618
0.800, 0.798, 1.587
0.800, 0.798, 1.587
0.800, 0.798, 1.587
0.800, 0.798, 1.587
0.800, 0.797, 1.603
0.800, 0.797, 1.588
0.800, 0.797, 1.588
0.800, 0.797, 1.588
0.800, 0.797, 1.588
0.800, 0.797, 1.588
0.800, 0.797, 1.588
0.800, 0.797, 1.588
0.800, 0.797, 1.589
0.800, 0.796, 1.604
0.800, 0.796, 1.589
0.800, 0.797, 1.574
0.800, 0.796, 1.605
0.800, 0.796, 1.590
0.800, 0.797, 1.574
0.800, 0.796, 1.605
0.800, 0.797, 1.574
0.800, 0.797, 1.590
0.800, 0.797, 1.590
0.800, 0.797, 1.590
0.800, 0.797, 1.590
0.800, 0.797, 1.590
0.800, 0.798, 1.574
0.800, 0.798, 1.590
0.800, 0.798, 1.590
0.800, 0.801, 1.558
0.800, 0.801, 1.589
0.800, 0.801, 1.589
0.800, 0.801, 1.589
0.800, 0.802, 1.573
0.800, 0.802, 1.588
0.800, 0.802, 1.588
0.800, 0.802, 1.588
0.800, 0.803, 1.572
0.800, 0.803, 1.588
0.800, 0.803, 1.587
0.800, 0.805, 1.556
0.800, 0.805, 1.586
0.800, 0.805, 1.586
0.800, 0.805, 1.586
0.800, 0.805, 1.586
0.800, 0.805, 1.585
0.800, 0.805, 1.585
0.800, 0.805, 1.585
0.800, 0.803, 1.616
0.800, 0.803, 1.586
0.800, 0.803, 1.586
0.800, 0.802, 1.601
0.800, 0.802, 1.586
0.800, 0.802, 1.586
0.800, 0.801, 1.601
0.800, 0.801, 1.586
0.800, 0.801, 1.586
0.800, 0.798, 1.618
0.800, 0.798, 1.587
0.800, 0.798, 1.587
0.800, 0.797, 1.603
0.800, 0.797, 1.588
0.800, 0.797, 1.588
0.800, 0.797, 1.588
0.800, 0.798, 1.572
0.800, 0.798, 1.588
0.800, 0.798, 1.588
0.800, 0.798, 1.588
0.800, 0.798, 1.588
0.800, 0.801, 1.556
0.800, 0.801, 1.587
0.800, 0.801, 1.587
0.800, 0.801, 1.587
0.800, 0.801, 1.587
0.800, 0.801, 1.587
0.800, 0.801, 1.587
0.800, 0.801, 1.587
0.800, 0.801, 1.587
0.800, 0.798, 1.618
0.800, 0.798, 1.588
0.800, 0.798, 1.588
0.800, 0.797, 1.604
0.800, 0.797, 1.588
0.800, 0.797, 1.588
0.800, 0.796, 1.604
0.800, 0.796, 1.589
0.800, 0.796, 1.589
0.800, 0.794, 1.621
0.800, 0.794, 1.590
0.800, 0.794, 1.591
0.800, 0.794, 1.591
0.800, 0.794, 1.591
0.800, 0.794, 1.591
0.800, 0.793, 1.607
0.800, 0.794, 1.577
0.800, 0.794, 1.592
0.800, 0.794, 1.592
0.800, 0.796, 1.561
0.800, 0.796, 1.592
0.800, 0.797, 1.576
0.800, 0.798, 1.576
0.800, 0.798, 1.591
0.800, 0.801, 1.560
0.800, 0.802, 1.575
0.800, 0.802, 1.590
0.800, 0.802, 1.590
0.800, 0.803, 1.574
0.800, 0.803, 1.589
0.800, 0.803, 1.589
0.800, 0.803, 1.589
0.800, 0.803, 1.589
0.800, 0.805, 1.557
0.800, 0.805, 1.588
0.800, 0.803, 1.619
0.800, 0.805, 1.557
0.800, 0.803, 1.619
0.800, 0.803, 1.588
0.800, 0.803, 1.588
0.800, 0.802, 1.603
0.800, 0.802, 1.588
0.800, 0.802, 1.588
0.800, 0.802, 1.588
0.800, 0.802, 1.588
0.800, 0.801, 1.604
0.800, 0.801, 1.588
0.800, 0.801, 1.588
0.800, 0.801, 1.588
0.800, 0.801, 1.588
0.800, 0.801, 1.588
0.800, 0.801, 1.588
0.800, 0.801, 1.588
0.800, 0.801, 1.588
0.800, 0.801, 1.588
0.800, 0.801, 1.588
0.800, 0.802, 1.572
0.800, 0.802, 1.587
0.800, 0.802, 1.587
0.800, 0.802, 1.587
0.800, 0.802, 1.587
0.800, 0.802, 1.587
0.800, 0.802, 1.587
0.800, 0.802, 1.587
0.800, 0.801, 1.603
0.800, 0.801, 1.587
0.800, 0.801, 1.587
0.800, 0.801, 1.587
0.800, 0.801, 1.587
0.800, 0.801, 1.587
0.800, 0.798, 1.619
0.800, 0.798, 1.588
0.800, 0.798, 1.588
0.800, 0.798, 1.588
0.800, 0.798, 1.588
0.800, 0.798, 1.588
0.800, 0.797, 1.604
0.800, 0.797, 1.589
0.800, 0.797, 1.589
0.800, 0.797, 1.589
0.800, 0.797, 1.589
0.800, 0.797, 1.589
0.800, 0.796, 1.605
0.800, 0.796, 1.590
0.800, 0.796, 1.590
0.800, 0.796, 1.590
0.800, 0.796, 1.590
0.800, 0.796, 1.591
0.800, 0.796, 1.591
0.800, 0.796, 1.591
0.800, 0.797, 1.575
0.800, 0.797, 1.591
0.800, 0.797, 1.591
0.800, 0.798, 1.575
0.800, 0.798, 1.591
0.800, 0.801, 1.559
0.800, 0.801, 1.590
0.800, 0.802, 1.574
0.800, 0.802, 1.589
0.800, 0.802, 1.589
0.800, 0.803, 1.573
0.800, 0.805, 1.557
0.800, 0.806, 1.571
0.800, 0.806, 1.587
0.800, 0.808, 1.571
0.800, 0.808, 1.586
0.800, 0.808, 1.585
0.800, 0.808, 1.585
0.800, 0.808, 1.585
0.800, 0.808, 1.585
0.800, 0.808, 1.584
0.800, 0.808, 1.584
0.800, 0.806, 1.599
0.800, 0.805, 1.600
0.800, 0.805, 1.584
0.800, 0.803, 1.616
0.800, 0.802, 1.600
0.800, 0.801, 1.601
0.800, 0.798, 1.617
0.800, 0.798, 1.586
0.800, 0.797, 1.602
0.800, 0.796, 1.603
0.800, 0.794, 1.619
0.800, 0.794, 1.589
0.800, 0.794, 1.589
0.800, 0.794, 1.589
0.800, 0.794, 1.589
0.800, 0.794, 1.590
0.800, 0.794, 1.590
0.800, 0.796, 1.558
0.800, 0.796, 1.589
0.800, 0.797, 1.574
0.800, 0.797, 1.589
0.800, 0.798, 1.573
0.800, 0.798, 1.589
0.800, 0.801, 1.557
0.800, 0.801, 1.588
0.800, 0.802, 1.572
0.800, 0.802, 1.587
0.800, 0.803, 1.572
0.800, 0.803, 1.587
0.800, 0.803, 1.587
0.800, 0.803, 1.587
0.800, 0.803, 1.587
0.800, 0.803, 1.586
0.800, 0.803, 1.586
0.800, 0.803, 1.586
0.800, 0.802, 1.602
0.800, 0.802, 1.586
0.800, 0.802, 1.586
0.800, 0.802, 1.586
0.800, 0.801, 1.602
0.800, 0.801, 1.587
0.800, 0.801, 1.587
0.800, 0.801, 1.587
0.800, 0.798, 1.618
0.800, 0.798, 1.588
0.800, 0.798, 1.588
0.800, 0.798, 1.588
0.800, 0.798, 1.588
0.800, 0.798, 1.588
0.800, 0.798, 1.588
0.800, 0.798, 1.588
0.800, 0.798, 1.588
0.800, 0.798, 1.588
0.800, 0.798, 1.588
0.800, 0.798, 1.588
0.800, 0.798, 1.588
0.800, 0.797, 1.604
0.800, 0.797, 1.589
0.800, 0.797, 1.589
0.800, 0.797, 1.589
0.800, 0.796, 1.605
0.800, 0.796, 1.590
0.800, 0.796, 1.590
0.800, 0.796, 1.590
0.800, 0.794, 1.622
0.800, 0.794, 1.591
0.800, 0.794, 1.591
0.800, 0.794, 1.592
0.800, 0.794, 1.592
0.800, 0.794, 1.592
0.800, 0.794, 1.592
0.800, 0.794, 1.593
0.800, 0.796, 1.561
0.800, 0.796, 1.592
0.800, 0.796, 1.592
0.800, 0.797, 1.577
0.800, 0.798, 1.576
0.800, 0.798, 1.592
0.800, 0.798, 1.592
0.800, 0.801, 1.560
0.800, 0.802, 1.575
0.800, 0.802, 1.590
0.800, 0.803, 1.574
0.800, 0.803, 1.590
0.800, 0.805, 1.558
0.800, 0.805, 1.588
0.800, 0.805, 1.588
0.800, 0.805, 1.588
0.800, 0.806, 1.572
0.800, 0.806, 1.587
0.800, 0.806, 1.587
0.800, 0.805, 1.603
0.800, 0.805, 1.587
0.800, 0.805, 1.587
0.800, 0.803, 1.618
0.800, 0.803, 1.587
0.800, 0.803, 1.587
0.800, 0.802, 1.603
0.800, 0.802, 1.587
0.800, 0.802, 1.587
0.800, 0.801, 1.603
0.800, 0.801, 1.588
0.800, 0.801, 1.588
0.800, 0.801, 1.588
0.800, 0.798, 1.619
0.800, 0.798, 1.589
0.800, 0.798, 1.589
0.800, 0.798, 1.589
0.800, 0.798, 1.589
0.800, 0.798, 1.589
0.800, 0.798, 1.589
0.800, 0.798, 1.589
0.800, 0.798, 1.589
0.800, 0.798, 1.589
0.800, 0.798, 1.589
0.800, 0.798, 1.589
0.800, 0.798, 1.589
0.800, 0.798, 1.589
0.800, 0.801, 1.558
0.800, 0.801, 1.588
0.800, 0.802, 1.573
0.800, 0.802, 1.588
0.800, 0.802, 1.588
